userId,course_id,rating,timestamp
1,2419,2.5,1260759144
1,352,3,1260759179
1,1946,3,1260759182
1,1844,2,1260759185
1,2677,4,1260759205
1,2541,2,1260759151
1,1977,2,1260759187
1,2214,2,1260759148
1,2346,3.5,1260759125
1,2465,2,1260759131
1,218,2.5,1260759135
1,3091,1,1260759203
1,3275,4,1260759191
1,3182,4,1260759139
1,2743,3,1260759194
1,3433,2,1260759198
1,2379,2,1260759108
1,1722,2.5,1260759113
1,2730,1,1260759200
1,2395,3,1260759117
2,956,4,835355493
2,3240,5,835355681
2,2401,5,835355604
2,1221,4,835355552
2,1091,4,835355586
2,1520,3,835356031
2,932,3,835355749
2,3388,4,835355532
2,24,3,835356016
2,3417,5,835355395
2,501,4,835355441
2,1136,3,835355493
2,2050,3,835355441
2,2385,3,835355710
2,144,3,835355511
2,1367,3,835355664
2,3157,3,835355511
2,2805,5,835355840
2,649,1,835355749
2,1950,3,835355552
2,2434,3,835355664
2,2565,3,835355896
2,1339,4,835355511
2,2987,4,835355681
2,2046,5,835355697
2,3209,5,835355586
2,700,3,835355767
2,3064,4,835355779
2,1,3,835355492
2,1555,4,835355395
2,1624,3,835355532
2,433,4,835356044
2,3319,2,835355551
2,692,1,835355918
2,2744,3,835355492
2,1021,4,835355441
2,735,4,835355697
2,2289,3,835355628
2,3490,3,835355749
2,1387,3,835355604
2,559,3,835355619
2,1359,2,835355932
2,2045,3,835355968
2,3040,3,835356094
2,3424,3,835355710
2,2631,3,835356165
2,3232,2,835356246
2,1682,3,835355532
2,969,4,835355604
2,717,3,835355511
2,3129,4,835355790
2,2508,2,835355828
2,393,4,835355643
2,1827,3,835355918
2,2852,3,835355880
2,3146,4,835355731
2,1852,4,835355860
2,2981,4,835355719
2,940,4,835355817
2,429,4,835355731
2,2419,4,835356199
2,3210,3,835355767
2,2269,3,835356109
2,1126,5,835355767
2,3490,3,835355860
2,2041,5,835355817
2,1078,3,835355790
2,3405,3,835355779
2,494,3,835355441
2,3522,5,835355697
2,2428,5,835355395
2,1441,5,835355395
2,2775,3,835355511
2,1730,3,835355932
2,341,4,835356141
2,2404,4,835355978
3,2621,3,1298861675
3,1853,4,1298922049
3,2222,3.5,1298861637
3,2015,3,1298861761
3,2963,4.5,1298862418
3,3310,5,1298862121
3,1454,2.5,1298861589
3,670,5,1298862167
3,1739,2.5,1298923242
3,3069,3,1298862528
3,1900,3,1298922100
3,900,3,1298923247
3,2318,3,1298921840
3,3052,2,1298923260
3,2928,3.5,1298932787
3,2085,4,1298863157
3,282,3,1298861687
3,13,5,1298932770
3,2905,3,1298921795
3,3299,4,1298861628
3,21,3,1298861605
3,2806,4,1298861658
3,1686,3.5,1298922089
3,2845,4.5,1298923236
3,1894,4,1298863143
3,785,4,1298921862
3,2159,4,1298861753
3,2629,3,1298861789
3,241,3,1298862710
3,1833,3.5,1298861796
3,2867,3,1298924017
3,324,3.5,1298922057
3,850,4,1298861733
3,702,4,1298921825
3,629,5,1298862874
3,3175,3,1298861968
3,2285,4,1298861633
3,2992,5,1298863174
3,510,3,1298923266
3,1127,3.5,1298862672
3,2006,3,1298922080
3,983,2.5,1298921787
3,260,3,1298922065
3,3009,3.5,1298861650
3,2379,3,1298932766
3,2727,3.5,1298862555
3,2455,3.5,1298932740
3,1821,4.5,1298862361
3,3432,4.5,1298862467
3,1748,3,1298922071
3,1591,4,1298922130
4,2360,4,949810645
4,924,5,949919556
4,2484,5,949810582
4,95,5,949919681
4,3113,4,949811346
4,1131,3,949811346
4,606,3,949920047
4,3041,5,949779042
4,3056,4,949778802
4,2558,5,949895708
4,2539,3,949810618
4,1895,5,949810582
4,732,5,949919763
4,3344,5,949919681
4,628,5,949949538
4,896,4,949895887
4,1481,3,949810534
4,3308,3,949919883
4,2587,3,949895772
4,1524,4,949810688
4,3423,1,949920135
4,3080,4,949919802
4,138,4,949920028
4,3307,4,949811315
4,1461,5,949810582
4,2248,5,949779091
4,1872,5,949949486
4,1791,5,949919938
4,2115,3,949810534
4,3160,5,949949538
4,1311,5,949949638
4,791,4,949982238
4,2012,5,949949444
4,742,5,949779022
4,200,5,949919189
4,298,4,949919306
4,2997,5,949919247
4,1884,5,949949396
4,69,4,949919454
4,1583,4,949919322
4,1649,5,949949638
4,19,5,949949638
4,1941,5,949896377
4,1559,5,949896377
4,392,5,949949538
4,678,5,949949638
4,438,5,949896244
4,3079,5,949919372
4,2154,5,949811523
4,750,5,949895732
4,3160,5,949778771
4,3331,5,949919399
4,3519,5,949896275
4,3455,5,949919372
4,886,5,949919419
4,1303,5,949779173
4,405,5,949811490
4,2047,5,949779173
4,797,5,949896244
4,2633,5,949896159
4,2038,5,949779173
4,3345,5,949778714
4,1523,5,949895708
4,3454,5,949810261
4,68,5,949779173
4,2750,5,949811523
4,2100,5,949918693
4,2476,5,949779173
4,3060,5,949919372
4,1503,5,949896244
4,2699,5,949919519
4,2007,5,949811602
4,838,5,949918743
4,1153,4,949811559
4,1763,5,949919591
4,2595,5,949811523
4,537,5,949919372
4,1116,5,949949396
4,252,4,949811559
4,208,5,949811490
4,1713,5,949918743
4,2323,4,949918927
4,424,4,949811602
4,1215,4,949896275
4,2429,5,949982274
4,2453,5,949919247
4,1190,4,949810582
4,1388,4,949810302
4,1531,3,949920004
4,722,4,949918787
4,464,3,949918904
4,874,3,949810688
4,2165,5,949896377
4,2082,5,949810261
4,1603,4,949810302
4,321,5,949895772
4,2497,3,949811230
4,2274,5,949919978
4,1728,4,949811559
4,1251,5,949896244
4,2085,1,949895864
4,1691,5,949919738
4,2808,4,949810688
4,3151,2,949895956
4,2862,5,949810261
4,1865,5,949810261
4,1092,5,949918743
4,646,3,949949538
4,1036,5,949811559
4,1762,5,949896309
4,2958,5,949811602
4,3477,3,949895907
4,152,2,949918970
4,2806,5,949896070
4,608,4,949919454
4,19,5,949778771
4,984,4,949811738
4,253,4,949896114
4,2335,4,949982239
4,1458,4,949896183
4,3325,5,949810618
4,3415,3,949896114
4,571,5,949918648
4,2523,5,949949444
4,2918,5,949919306
4,788,4,949982239
4,1138,5,949949444
4,563,5,949896114
4,1337,5,949949638
4,1974,5,949896183
4,605,4,949920028
4,67,5,949949538
4,607,5,949896114
4,1515,5,949949396
4,319,4,949896114
4,2084,5,949919399
4,1417,3,949896309
4,2223,5,949918927
4,153,5,949918994
4,3259,4,949919763
4,2954,5,949896070
4,2183,4,949982239
4,238,4,949896114
4,2893,5,949811603
4,1295,5,949896070
4,2987,5,949896070
4,282,3,949896070
4,1821,5,949918764
4,1520,4,949811559
4,268,3,949896309
4,1353,5,949895772
4,1848,5,949919556
4,611,4,949918927
4,2270,4,949811603
4,732,4,949918994
4,1676,5,949918994
4,411,4,949810302
4,3112,5,949982274
4,1659,5,949918875
4,1506,4,949896275
4,2028,1,949895993
4,827,5,949810582
4,3401,5,949810261
4,1291,3,949918671
4,1728,4,949896497
4,774,4,949896497
4,3237,5,949811523
4,683,5,949810582
4,869,4,949778714
4,506,1,949896521
4,240,5,949919399
4,2163,5,949811490
4,1936,4,949811603
4,2948,5,949896070
4,140,5,949811738
4,3403,3,949811230
4,627,3,949918875
4,3400,5,949896114
4,1917,5,949896377
4,3080,2,949896309
4,1918,1,949896309
4,2952,4,949810534
4,2891,5,949811559
4,1465,5,949896070
4,135,3,949896015
4,2549,5,949918807
4,604,5,949810261
4,1951,3,949896543
4,2469,5,949949444
4,770,4,949811559
4,2233,5,949919419
4,2002,5,949919656
4,1967,4,949918715
4,718,4,949896275
4,3331,4,949811603
4,2496,5,949919738
4,2226,4,949918904
4,1486,2,949778946
4,2951,4,949811523
4,860,5,949918970
4,3214,4,949919738
4,239,3,949919845
4,1486,5,949895732
4,283,2,949982238
5,2555,4,1163374957
5,150,4,1163374952
5,139,4,1163374639
5,249,4,1163374242
5,1032,4,1163374404
5,1545,3.5,1163373762
5,1776,4.5,1163373208
5,1241,3.5,1163373636
5,1529,4,1163374152
5,2155,4,1163373752
5,889,4,1163373755
5,810,4,1163373610
5,2289,4,1163374477
5,530,4.5,1163373718
5,279,4,1163374392
5,2889,3.5,1163373551
5,786,4,1163374190
5,1572,5,1163373711
5,2414,3.5,1163374993
5,738,2.5,1163373651
5,2362,3.5,1163373135
5,1360,4,1163374286
5,3247,4,1163373316
5,2538,5,1163373103
5,3083,3,1163374173
5,391,2.5,1163374239
5,3140,4,1163374582
5,1022,4,1163374495
5,2433,5,1163373044
5,713,3.5,1163374165
5,905,4.5,1163374608
5,2907,3.5,1163374562
5,2872,4,1163374214
5,2892,4,1163373744
5,2641,4,1163374601
5,546,4.5,1163374251
5,1916,4.5,1163373726
5,1043,4,1163373675
5,2051,4,1163374324
5,403,3.5,1163374593
5,511,1.5,1163373188
5,319,5,1163373109
5,3305,4,1163373276
5,1975,4,1163373251
5,246,3.5,1163374184
5,3500,4,1163373193
5,3180,3.5,1163374290
5,2544,4,1163373679
5,1451,4.5,1163373293
5,1584,4,1163374246
5,592,3.5,1163373743
5,747,3.5,1163374947
5,390,3.5,1163374278
5,1429,3.5,1163374127
5,2929,3.5,1163374263
5,973,3.5,1163374408
5,2284,4,1163374137
5,3139,3.5,1163373148
5,3394,4.5,1163374235
5,2529,3.5,1163374198
5,120,4,1163373273
5,2101,4,1163375025
5,2029,3.5,1163373696
5,688,4.5,1163375145
5,170,3.5,1163374103
5,3369,3.5,1163374354
5,1599,4.5,1163375033
5,3191,3.5,1163375131
5,2191,3,1163373548
5,2162,4.5,1163373616
5,462,3.5,1163374995
5,129,4.5,1163373299
5,3418,4.5,1163373606
5,2612,4,1163374443
5,1872,3.5,1163374206
5,648,4.5,1163374389
5,2334,3,1163373688
5,2089,4,1163374533
5,1571,3.5,1163374491
5,2294,4,1163374572
5,96,4,1163373626
5,2615,4,1163374455
5,2094,2.5,1163373238
5,1249,4,1163374511
5,2103,4,1163374742
5,2850,4,1163374381
5,2180,3.5,1163374118
5,1895,4.5,1163373593
5,2401,4,1163374426
5,1367,4.5,1163374340
5,3385,4.5,1163374702
5,2120,3.5,1163374177
5,441,5,1163374211
5,883,4,1163374517
5,3361,4.5,1163374227
5,624,4,1163374275
5,96,4.5,1163374283
5,2616,4,1163374144
5,2106,4,1163374167
5,1529,4.5,1163374357
6,770,4,1109258212
6,446,2,1108134263
6,108,2,1109258228
6,1206,5,1108134539
6,640,4,1108134269
6,3487,4,1108134299
6,576,5,1108134266
6,2044,4.5,1108134284
6,448,4.5,1109258196
6,3214,4.5,1108134309
6,3222,4.5,1108134339
6,2703,2,1109258181
6,314,2,1109258179
6,2058,2,1109258281
6,535,2,1109258194
6,1293,0.5,1108134334
6,1267,3,1108134344
6,3053,3,1108134289
6,699,4,1109258270
6,3345,4,1109258285
6,943,4,1109258175
6,1349,3.5,1108134291
6,3131,3,1109258245
6,715,4,1108134293
6,2340,1,1109258202
6,1671,2,1108134271
6,1991,4,1108134274
6,1665,3,1109258257
6,1562,4.5,1108134545
6,1079,3,1109258199
6,418,1,1108134337
6,473,4,1109258183
6,2614,3.5,1109258250
6,3248,1.5,1109258190
6,566,1.5,1109258217
6,2943,1.5,1109258226
6,2781,5,1108134311
6,741,3,1108134534
6,42,5,1108134519
6,2162,4,1108134524
6,2169,3.5,1108134526
6,627,4,1108134537
6,142,3,1108134531
6,3415,4.5,1108134521
7,702,3,851866703
7,2699,3,851869035
7,2060,3,851867289
7,77,3,851868750
7,462,4,851867861
7,732,4,851866901
7,2657,3,851866744
7,2557,5,851868188
7,3007,4,851866720
7,2376,4,851866704
7,2421,4,851868206
7,3136,2,851868704
7,1232,3,851868705
7,498,5,851869062
7,1561,3,851868188
7,863,2,851869161
7,126,5,851868187
7,3018,3,851868524
7,624,3,851867345
7,3477,3,851867621
7,561,3,851867941
7,980,3,851868188
7,1917,3,851867436
7,3088,3,851868020
7,1343,3,851867790
7,3441,3,851869291
7,1107,4,851869291
7,1882,4,851869161
7,3096,3,851867669
7,1373,4,851868246
7,1055,3,851867688
7,697,4,851869035
7,677,4,851868019
7,1965,4,851868044
7,1357,3,851869140
7,707,4,851868186
7,1597,3,851868863
7,926,4,851868020
7,2295,3,851868044
7,524,3,851868074
7,2837,4,851866806
7,2255,3,851866744
7,846,5,851868019
7,3307,2,851866784
7,881,1,851866704
7,995,1,851866763
7,2348,5,851868020
7,3213,3,851866703
7,1575,2,851866744
7,2340,4,851868289
7,1804,3,851869102
7,2745,3,851866744
7,2693,4,851867320
7,720,4,851867289
7,1205,3,851868308
7,1534,3,851867553
7,841,3,851869103
7,22,4,851867289
7,186,5,851868019
7,1788,5,851869034
7,1011,3,851867289
7,3468,5,851869035
7,2601,5,851869034
7,40,4,851867379
7,1135,5,851868044
7,396,5,851868246
7,2863,4,851868321
7,1906,4,851869062
7,1359,5,851868289
7,2010,3,851867436
7,1982,4,851869080
7,3508,3,851867436
7,3492,4,851868332
7,3315,4,851867401
7,3519,3,851867320
7,718,3,851868471
7,154,4,851868471
7,607,3,851867401
7,1414,3,851866935
7,2600,3,851869160
7,627,3,851869102
7,568,2,851869230
7,2643,4,851869035
7,1641,3,851869140
7,1464,3,851869062
7,646,3,851867688
7,794,5,851866978
7,1285,1,851869140
8,1605,5,1154465405
8,834,2.5,1154389572
8,1377,5,1154464836
8,3053,5,1154400173
8,2826,4,1154473268
8,2168,3.5,1154464829
8,2597,2,1154389420
8,1751,4,1154465380
8,2255,5,1154464714
8,1071,4,1154400390
8,3270,4.5,1154400475
8,398,3.5,1154389356
8,1695,2,1154400357
8,341,5,1154400170
8,496,5,1154389386
8,3316,4,1154464853
8,2320,4.5,1154464833
8,1273,4,1154400284
8,2276,3.5,1154389432
8,1939,5,1154400181
8,984,3.5,1154464841
8,1793,4,1154464887
8,1909,4,1154464730
8,3121,4,1154464769
8,2483,4,1154465573
8,200,4,1154465394
8,593,4,1154465555
8,1190,4,1154464811
8,450,3,1154465230
8,1018,4,1154464747
8,2839,4,1154464720
8,1680,3.5,1154400465
8,1803,0.5,1154474527
8,1089,4,1154465285
8,640,3,1154400324
8,61,4,1154465235
8,1217,3,1154389408
8,2387,3.5,1154464990
8,2085,5,1154389385
8,1127,4,1154389491
8,1073,4,1154473252
8,441,3,1154400308
8,2204,5,1154400458
8,3163,3.5,1154389528
8,2215,5,1154473322
8,2927,4,1154473259
8,594,3,1154389460
8,2822,3,1154465222
8,510,4.5,1154464735
8,3255,4.5,1154400414
8,1750,4,1154464850
8,1794,5,1154473217
8,1846,3.5,1154389340
8,1068,3.5,1154400351
8,3081,5,1154464889
8,2360,5,1154464738
8,1185,3.5,1154464944
8,1372,4.5,1154464717
8,2814,2.5,1154389541
8,1643,4.5,1154465558
8,2568,3.5,1154400340
8,582,3.5,1154473419
8,463,3,1154400360
8,2292,4.5,1154464950
8,651,5,1154473364
8,2814,4,1154464901
8,2489,4.5,1154400266
8,2144,5,1154400441
8,2272,3.5,1154400198
8,1287,4,1154389482
8,2355,4,1154465526
8,158,4.5,1154464873
8,817,3.5,1154400245
8,1917,4.5,1154465279
8,3218,5,1154464905
8,1504,4,1154464915
8,1992,2.5,1154400334
8,620,3.5,1154464808
8,3401,3.5,1154400398
8,723,4.5,1154400383
8,714,4,1154465373
8,2720,3.5,1154464819
8,3274,3.5,1154389449
8,3039,5,1154400236
8,1244,3.5,1154389552
8,401,4.5,1154400449
8,3145,4,1154464756
8,401,4,1154400407
8,470,4,1154465399
8,3496,3,1154465385
8,611,4,1154464762
8,900,3.5,1154400444
8,2562,4,1154389474
8,2354,3,1154400191
8,158,4,1154464895
8,2851,5,1154465296
8,363,3,1154400253
8,288,3.5,1154400294
8,372,4,1154464753
8,234,4,1154465367
8,458,4,1154464994
8,744,2.5,1154400471
8,1497,4.5,1154464868
8,3111,4,1154465499
8,2975,3,1154465548
8,1856,3.5,1154465243
8,626,4.5,1154473310
8,127,4.5,1154400263
8,1928,4.5,1154464726
8,704,3.5,1154400423
8,3512,3.5,1154473088
8,252,3.5,1154473264
8,3311,2,1154473042
8,991,3.5,1154473022
8,130,3,1154473014
8,1585,3,1154473017
9,2363,4,938629179
9,937,4,938628337
9,173,3,938628655
9,152,5,938629110
9,137,3,938628897
9,2651,4,938628966
9,2261,4,938628777
9,44,4,938628577
9,3044,5,938628843
9,3412,5,938628337
9,1798,4,938628843
9,1899,5,938628843
9,3044,2,938628337
9,3352,5,938629250
9,2172,3,938629470
9,2313,4,938628655
9,2871,4,938628450
9,724,3,938628655
9,560,2,938628777
9,2484,4,938629341
9,1726,4,938629054
9,465,5,938628690
9,1859,4,938628966
9,2981,3,938629470
9,3323,5,938628966
9,1159,4,938629341
9,2554,4,938629522
9,3343,4,938629747
9,2868,4,938629053
9,1222,3,938629053
9,998,3,938628777
9,1687,4,938628897
9,1260,4,938629341
9,1316,2,938629250
9,3325,4,938628843
9,1764,4,939122916
9,110,4,938628577
9,3289,2,938629681
9,1180,3,938629681
9,358,4,938628966
9,1045,2,938629341
9,2351,5,938628450
9,3423,3,938628843
9,3209,4,938627748
9,3074,4,938629681
10,2880,5,942766420
10,2542,4,942766793
10,2356,4,942766515
10,139,3,942766603
10,265,4,942766603
10,2668,3,942767328
10,2613,4,942766974
10,1907,3,942767258
10,1077,3,942766420
10,1820,2,942767328
10,3510,4,942767328
10,2678,4,942767258
10,1099,4,942767258
10,2294,4,942767258
10,1540,4,942767258
10,1381,4,942767258
10,778,3,942767328
10,771,4,942767258
10,325,4,942767258
10,2037,5,942766420
10,2846,4,942766420
10,1762,3,942766725
10,1420,3,942766845
10,1618,5,942767029
10,2703,3,942766679
10,2388,4,942766472
10,639,5,942766472
10,88,2,942766845
10,2087,5,942766515
10,2204,3,942766472
10,3317,5,942766991
10,1660,4,942767328
10,3494,2,942767328
10,2108,4,942766845
10,707,5,942766515
10,1299,5,942766109
10,2892,3,942766251
10,1203,3,942766213
10,155,4,942766029
10,222,3,942766164
10,2019,4,942765978
10,1440,2,942766213
10,339,5,942767121
10,1163,2,942766251
10,2630,3,942766059
10,359,4,942767571
11,2353,5,1391658537
11,306,1,1391656827
11,2208,4,1391657561
11,1786,3,1391657297
11,3370,5,1391658423
11,3167,4.5,1391658505
11,2877,3.5,1391656845
11,1705,5,1391658556
11,783,4.5,1391658634
11,2561,5,1391658440
11,2809,5,1391658667
11,624,3,1391657062
11,884,3.5,1391657376
11,1211,4.5,1391657543
11,1674,3,1391658583
11,842,3,1391657112
11,2757,3,1391658601
11,3205,5,1391657861
11,542,5,1391658574
11,1970,5,1391658450
11,641,4,1391657605
11,1113,4.5,1391657459
